customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0505-SPOOW,Female,0,Yes,No,70,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",19.80,1397.65,No
6235-VDHOM,Female,1,No,No,5,No,"No phone service",DSL,No,Yes,No,No,No,No,Month-to-month,No,"Electronic check",28.45,131.05,Yes
7783-YKGDV,Female,0,No,No,12,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",99.70,1238.45,Yes
4374-YMUSQ,Male,0,No,No,34,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"One year",No,"Credit card (automatic)",116.25,3899.05,No
4513-CXYIX,Female,1,Yes,No,71,Yes,Yes,"Fiber optic",Yes,No,No,No,No,No,"Two year",Yes,"Credit card (automatic)",80.70,5676.00,No
3957-HHLMR,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,No,No,No,Yes,"One year",No,"Bank transfer (automatic)",65.20,4543.15,No
7803-XOCCZ,Female,0,Yes,Yes,52,Yes,No,"Fiber optic",Yes,No,Yes,Yes,No,No,Month-to-month,Yes,"Bank transfer (automatic)",84.05,4326.80,No
5736-YEJAX,Male,0,No,Yes,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,"Two year",Yes,"Credit card (automatic)",79.45,5502.55,No
5609-CEBID,Female,1,No,No,20,Yes,Yes,"Fiber optic",No,Yes,Yes,No,No,Yes,Month-to-month,Yes,"Electronic check",94.10,1782.40,Yes
8981-FJGLA,Male,0,No,Yes,11,Yes,Yes,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,Yes,"Mailed check",78.00,851.80,No
7218-HKQFK,Male,0,Yes,No,2,Yes,No,"Fiber optic",No,No,No,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",94.20,167.50,Yes
4636-QRJKY,Female,0,Yes,Yes,6,Yes,Yes,"Fiber optic",No,No,No,Yes,No,No,Month-to-month,Yes,"Electronic check",80.50,502.85,Yes
1135-LMECX,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.85,19.85,No
4332-MUOEZ,Male,1,Yes,Yes,20,Yes,No,"Fiber optic",Yes,No,Yes,Yes,No,Yes,"One year",No,"Credit card (automatic)",94.30,1818.30,No
8535-SFUTN,Male,0,No,No,61,Yes,Yes,"Fiber optic",Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",106.45,6300.15,No
5956-VKDTT,Female,1,Yes,No,5,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.35,334.80,Yes
8677-HDZEE,Female,0,No,No,56,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",105.45,5916.95,No
2475-MROZF,Male,0,No,No,30,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,"Credit card (automatic)",95.00,2852.40,No
9412-GHEEC,Male,0,No,No,40,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,Month-to-month,No,"Bank transfer (automatic)",104.80,4131.95,Yes
3482-ABPKK,Female,0,No,No,28,Yes,No,DSL,Yes,No,No,Yes,No,No,"One year",No,"Mailed check",54.30,1546.30,No
6705-LXORM,Female,1,Yes,No,5,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Electronic check",70.05,302.60,No
0257-ZESQC,Female,1,Yes,No,27,Yes,No,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",75.20,1929.35,Yes
7531-GQHME,Male,0,No,No,12,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Credit card (automatic)",20.05,265.45,No
5174-ITUMV,Male,0,Yes,Yes,67,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"One year",Yes,"Electronic check",105.40,6989.45,No
4109-CYRBD,Male,1,Yes,No,29,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",51.60,1442.00,No
0913-XWSCN,Male,0,Yes,Yes,55,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,No,"Bank transfer (automatic)",85.50,4713.40,No
6825-UYPFK,Female,0,No,No,23,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Bank transfer (automatic)",75.60,1758.60,Yes
8397-MVTAZ,Male,0,Yes,No,34,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",100.05,3480.00,Yes
0750-EBAIU,Male,0,No,No,52,Yes,No,"Fiber optic",Yes,No,Yes,No,Yes,No,"One year",No,"Electronic check",91.25,4738.30,No
8606-CIQUL,Male,1,Yes,Yes,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",115.75,8399.15,No
3571-DPYUH,Male,0,Yes,Yes,58,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,No,"One year",Yes,"Credit card (automatic)",94.70,5430.35,No
7601-GNDYK,Male,0,Yes,Yes,35,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.60,686.95,No
0356-OBMAC,Female,1,No,No,56,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,No,"Two year",Yes,"Bank transfer (automatic)",99.90,5706.30,No
8067-NIOYM,Female,0,Yes,Yes,24,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",21.10,490.65,No
1403-GYAFU,Male,0,Yes,Yes,70,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",20.05,1360.25,No
4234-XTNEA,Male,0,No,No,2,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",79.95,174.45,No
1297-VQDRP,Male,1,Yes,Yes,68,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,"One year",Yes,"Credit card (automatic)",107.15,7379.80,No
9282-IZGQK,Female,0,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",85.00,85.00,Yes
5348-CAGXB,Male,0,No,No,12,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,No,Month-to-month,Yes,"Electronic check",89.55,1021.75,No
0621-HJWXJ,Female,0,Yes,No,63,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",81.55,5029.05,No
5844-QVTAT,Female,0,Yes,Yes,33,Yes,No,DSL,Yes,Yes,Yes,No,No,No,"One year",Yes,"Mailed check",58.45,1955.40,No
8905-IAZPF,Female,0,Yes,No,69,Yes,No,"Fiber optic",No,Yes,No,No,Yes,Yes,"One year",Yes,"Credit card (automatic)",95.65,6744.20,No
5394-MEITZ,Female,0,Yes,Yes,60,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",80.60,4946.70,No
6859-QNXIQ,Female,0,Yes,Yes,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",113.10,8248.50,No
2782-LFZVW,Female,0,No,No,11,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,"Mailed check",58.95,601.60,No
2866-IKBTM,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.55,19.55,No
1342-JPNKI,Male,0,No,No,10,Yes,Yes,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Bank transfer (automatic)",86.05,834.10,Yes
2817-NTQDO,Male,0,No,No,13,No,"No phone service",DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,"Credit card (automatic)",45.55,597.00,Yes
7129-AZJDE,Male,0,Yes,Yes,34,Yes,No,"Fiber optic",No,No,No,No,No,Yes,"One year",Yes,"Bank transfer (automatic)",78.95,2647.20,No
6986-IJDHX,Male,0,Yes,Yes,39,Yes,No,"Fiber optic",No,Yes,No,No,Yes,No,Month-to-month,Yes,"Mailed check",86.30,3266.00,Yes
2560-PPCHE,Female,0,No,No,65,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",105.05,6744.25,No
4676-MQUEA,Male,1,Yes,No,50,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,No,"One year",Yes,"Bank transfer (automatic)",101.90,5265.50,No
8138-EALND,Male,0,No,No,15,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.75,311.60,No
3580-HYCSP,Male,0,Yes,Yes,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",110.30,7966.90,No
1352-HNSAW,Female,0,Yes,Yes,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",115.60,8220.40,No
2075-PUEPR,Male,0,Yes,Yes,55,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",19.35,1153.25,No
1982-FEBTD,Female,0,Yes,Yes,23,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",25.60,514.75,No
5301-GAUUY,Male,0,No,No,32,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",80.35,2596.15,Yes
5791-KAJFD,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,"One year",Yes,"Bank transfer (automatic)",68.75,3808.00,No
2654-VBVPB,Female,0,No,No,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Bank transfer (automatic)",19.90,19.90,No
1154-HYWWO,Male,0,No,No,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,"One year",No,"Mailed check",70.60,2708.20,No
2501-XWWTZ,Male,0,No,No,11,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Electronic check",70.20,760.05,No
3716-UVSPD,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,"Electronic check",49.30,49.30,No
6815-ABQFQ,Male,0,Yes,No,56,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,Yes,"One year",Yes,"Electronic check",107.25,6033.30,No
7343-EOBEU,Male,0,Yes,No,3,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",23.60,89.05,No
3701-SFMUH,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,"Credit card (automatic)",69.70,516.15,No
6103-LIANB,Male,0,Yes,Yes,59,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,"Two year",Yes,"Credit card (automatic)",99.50,5861.75,No
7319-VENRZ,Male,0,No,No,7,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,"Bank transfer (automatic)",64.30,445.95,No
5846-NEQVZ,Male,0,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,"Two year",Yes,"Credit card (automatic)",70.85,4973.40,No
6967-QIQRV,Male,0,Yes,Yes,15,Yes,No,"Fiber optic",Yes,No,No,Yes,Yes,Yes,"One year",No,"Electronic check",101.90,1667.25,No
5781-RFZRP,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,"Two year",No,"Credit card (automatic)",73.50,5357.75,No
0939-YAPAF,Female,0,No,No,35,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",100.25,3527.60,Yes
0308-IVGOK,Female,0,No,No,11,No,"No phone service",DSL,No,Yes,Yes,Yes,No,No,"One year",Yes,"Credit card (automatic)",40.40,422.60,No
7293-LSCDV,Female,0,Yes,Yes,60,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",19.25,1103.25,No
7025-WCBNE,Male,1,No,No,47,Yes,Yes,DSL,No,Yes,No,Yes,No,No,"Two year",No,"Bank transfer (automatic)",59.60,2754.00,No
5756-JYOJT,Female,0,No,No,11,Yes,No,DSL,No,No,Yes,Yes,No,Yes,"One year",No,"Credit card (automatic)",64.90,697.25,No
4710-FDUIZ,Male,0,Yes,No,56,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,Yes,"One year",No,"Credit card (automatic)",100.30,5614.45,Yes
6030-REHUX,Female,1,Yes,No,28,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",110.85,3204.40,No
9548-LIGTA,Male,0,Yes,No,61,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,"Two year",Yes,"Mailed check",81.05,4747.65,No
5150-LJNSR,Male,0,Yes,Yes,31,Yes,Yes,"Fiber optic",Yes,No,Yes,No,Yes,No,"One year",No,"Bank transfer (automatic)",98.05,3082.10,No
8270-RKSAP,Male,0,No,No,9,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.50,597.90,No
6522-YRBXD,Male,1,Yes,No,35,Yes,Yes,"Fiber optic",Yes,Yes,No,No,No,Yes,Month-to-month,Yes,"Electronic check",94.55,3365.40,No
2640-LYMOV,Male,0,No,No,2,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.65,38.80,No
1218-VKFPE,Female,0,Yes,Yes,12,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.00,233.55,Yes
3627-FHKBK,Female,0,No,No,1,Yes,No,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,No,"Mailed check",75.30,75.30,Yes
2865-TCHJW,Female,1,No,No,4,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,No,Month-to-month,Yes,"Electronic check",89.20,346.20,Yes
1423-BMPBQ,Female,0,Yes,Yes,1,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.00,19.00,No
2393-DIVAI,Female,0,No,No,3,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",20.00,61.70,No
5192-EBGOV,Female,1,No,No,1,Yes,Yes,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,Yes,"Electronic check",85.70,85.70,Yes
4568-KNYWR,Male,0,No,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,No,"Two year",Yes,"Credit card (automatic)",63.25,3342.45,No
8752-IMQOS,Male,0,Yes,Yes,5,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",20.10,85.10,No
0742-LAFQK,Male,0,Yes,No,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,No,Yes,"Two year",Yes,"Electronic check",99.15,7422.10,No
0795-LAFGP,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Electronic check",90.40,6668.05,No
0619-OLYUR,Male,0,Yes,No,72,Yes,Yes,"Fiber optic",Yes,No,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",111.90,8071.05,No
5512-IDZEI,Male,0,Yes,Yes,46,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Electronic check",24.90,1174.80,No
0459-SPZHJ,Male,0,Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,"Two year",No,"Credit card (automatic)",83.50,5435.00,No
0215-BQKGS,Male,0,No,No,30,Yes,No,"Fiber optic",Yes,Yes,Yes,No,No,No,Month-to-month,Yes,"Credit card (automatic)",84.30,2438.60,No
9244-ZVAPM,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,"Mailed check",45.60,45.60,No
0719-SYFRB,Female,0,No,No,12,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,"Mailed check",61.65,713.75,Yes
8208-EUMTE,Male,0,No,No,16,No,"No phone service",DSL,Yes,Yes,Yes,Yes,Yes,No,"Two year",No,"Mailed check",54.85,916.15,No
5172-MIGPM,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,"Mailed check",65.55,237.20,No
1710-RCXUS,Male,0,Yes,No,51,Yes,Yes,"Fiber optic",No,Yes,No,No,No,Yes,"One year",Yes,"Credit card (automatic)",90.35,4614.55,No
0374-FIUCA,Male,0,Yes,No,65,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",20.40,1414.45,No
5839-SUYVZ,Male,0,No,No,16,Yes,No,"Fiber optic",No,No,No,Yes,No,No,Month-to-month,Yes,"Credit card (automatic)",74.55,1170.50,No
5173-ZXXXL,Male,0,No,No,2,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",19.95,47.70,No
1096-ADRUX,Female,0,Yes,Yes,66,Yes,Yes,"Fiber optic",No,No,No,No,No,No,"One year",Yes,"Bank transfer (automatic)",74.25,4859.25,No
2001-MCUUW,Male,0,No,No,46,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Electronic check",108.65,4903.20,No
2731-GJRDG,Female,0,No,No,32,Yes,Yes,"Fiber optic",Yes,No,Yes,Yes,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",109.55,3608.00,No
4723-BEGSG,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",86.65,6094.25,No
6516-NKQBO,Male,0,Yes,Yes,38,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",81.00,3084.90,No
8672-OAUPW,Male,0,No,Yes,51,Yes,No,DSL,No,No,No,Yes,No,No,"One year",No,"Credit card (automatic)",47.85,2356.75,No
8207-DMRVL,Male,0,Yes,Yes,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",114.55,8306.05,No
3419-SNJJD,Female,1,Yes,No,65,Yes,Yes,"Fiber optic",Yes,No,Yes,No,Yes,Yes,Month-to-month,No,"Bank transfer (automatic)",105.25,6786.40,Yes
6543-CPZMK,Male,0,Yes,Yes,9,No,"No phone service",DSL,No,Yes,No,No,No,No,Month-to-month,Yes,"Electronic check",29.95,248.95,Yes
4765-OXPPD,Female,0,Yes,Yes,9,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,"Mailed check",65.00,663.05,Yes
2804-ETQDK,Male,0,No,Yes,66,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",20.55,1357.10,No
6689-VRRTK,Female,1,No,No,44,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,Yes,"One year",Yes,"Credit card (automatic)",109.80,4860.35,No
7138-GIRSH,Male,0,No,No,50,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,"Two year",No,"Bank transfer (automatic)",69.50,3418.20,No
9396-ZSFLL,Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,"Mailed check",48.85,631.40,No
6464-KEXXH,Male,0,No,No,8,No,"No phone service",DSL,No,No,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",25.25,186.30,No
7134-MJPDY,Female,1,No,No,66,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,"One year",Yes,"Credit card (automatic)",102.85,6976.75,No
5240-CAOYT,Female,0,No,No,57,Yes,Yes,"Fiber optic",Yes,Yes,No,Yes,No,No,Month-to-month,Yes,"Bank transfer (automatic)",87.55,4884.85,No
4059-IIEBK,Female,0,No,No,7,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",78.55,522.95,No
4881-JVQOD,Male,1,Yes,Yes,10,No,"No phone service",DSL,No,No,No,No,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",34.55,362.60,No
0516-UXRMT,Female,0,No,No,62,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,No,No,"One year",Yes,"Electronic check",92.05,5755.80,No
4851-BQDNX,Male,0,Yes,Yes,40,Yes,No,"Fiber optic",No,No,Yes,No,Yes,No,"One year",Yes,"Electronic check",85.05,3355.65,No
5148-HKFIR,Female,0,No,No,20,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.70,406.95,No
1009-IRMNA,Female,0,No,No,7,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Bank transfer (automatic)",20.00,137.60,Yes
3003-CMDUU,Female,0,Yes,No,25,Yes,No,"Fiber optic",No,No,No,Yes,Yes,Yes,Month-to-month,Yes,"Electronic check",95.15,2395.70,No
5016-IBERQ,Male,0,Yes,No,23,Yes,Yes,"Fiber optic",No,Yes,Yes,No,No,No,Month-to-month,No,"Electronic check",84.25,1968.10,No
6797-UCJHZ,Female,1,Yes,No,66,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"One year",No,"Credit card (automatic)",104.60,6819.45,No
2469-DTSGX,Female,1,No,No,72,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Electronic check",111.65,7943.45,No
4554-YGZIH,Male,1,Yes,No,49,Yes,Yes,"Fiber optic",No,Yes,No,No,No,Yes,Month-to-month,No,"Credit card (automatic)",90.05,4547.25,Yes
5099-BAILX,Male,1,Yes,Yes,43,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",110.75,4687.90,Yes
9931-KGHOA,Female,0,Yes,No,46,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,"Bank transfer (automatic)",55.00,2473.95,No
1775-KWJKQ,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Credit card (automatic)",89.85,6562.90,No
7665-VIGUD,Male,0,No,No,10,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",20.35,176.30,No
9411-TPQQV,Female,0,No,No,40,No,"No phone service",DSL,Yes,No,No,Yes,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",54.55,2236.20,No
7207-RMRDB,Female,0,Yes,Yes,65,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",105.50,6985.65,Yes
7954-MLBUN,Male,0,No,No,31,Yes,No,"Fiber optic",No,No,Yes,Yes,Yes,Yes,"Two year",No,"Bank transfer (automatic)",99.45,3109.90,No
2077-DDHJK,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,"Two year",No,"Credit card (automatic)",70.90,4911.35,No
4913-EHYUI,Male,1,Yes,Yes,56,Yes,Yes,"Fiber optic",Yes,No,Yes,No,Yes,Yes,"One year",Yes,"Bank transfer (automatic)",104.55,5794.65,Yes
0195-IESCP,Male,0,Yes,No,10,Yes,Yes,"Fiber optic",No,No,No,No,No,Yes,Month-to-month,Yes,"Electronic check",85.25,855.30,Yes
9574-BOSMD,Male,0,Yes,Yes,68,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",25.40,1620.20,No
4580-TMHJU,Female,0,Yes,Yes,43,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,"Electronic check",56.15,2499.30,Yes
0970-ETWGE,Male,0,No,No,1,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",89.55,89.55,Yes
4908-XAXAY,Female,1,No,No,49,Yes,No,"Fiber optic",No,Yes,Yes,No,No,Yes,"One year",Yes,"Bank transfer (automatic)",89.85,4287.20,No
8404-VLQFB,Female,0,Yes,Yes,15,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Electronic check",25.25,394.85,No
1626-ERCMM,Male,1,Yes,No,20,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",94.55,1899.65,Yes
0887-HJGAR,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",45.70,45.70,Yes
2391-IPLOP,Male,0,Yes,Yes,50,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,"One year",Yes,"Electronic check",69.65,3442.15,No
5644-PDMZC,Female,1,No,No,2,Yes,Yes,"Fiber optic",No,Yes,No,No,No,Yes,Month-to-month,No,"Electronic check",89.50,161.50,Yes
3509-GWQGF,Male,1,No,No,24,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Credit card (automatic)",70.00,1732.60,No
9576-ANLXO,Female,0,No,No,3,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",69.55,222.30,Yes
2024-BASKD,Female,0,No,No,1,Yes,No,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,Yes,"Mailed check",74.60,74.60,Yes
5845-BZZIB,Male,0,Yes,Yes,35,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",20.10,655.30,No
1140-UKVZG,Female,0,No,No,17,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",24.80,475.25,No
4160-AMJTL,Female,1,No,No,8,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Electronic check",19.65,164.30,Yes
5183-SNMJQ,Male,0,No,No,10,Yes,No,"Fiber optic",No,No,No,Yes,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",95.10,865.10,No
8100-PNJMH,Male,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",88.85,6132.70,No
7838-LAZFO,Male,0,Yes,No,45,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,"One year",No,"Bank transfer (automatic)",78.80,3597.50,No
4464-JCOLN,Male,0,Yes,Yes,2,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",19.85,35.90,Yes
2085-JVGAD,Male,0,Yes,No,37,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Bank transfer (automatic)",20.35,697.65,No
5650-VDUDS,Female,0,No,No,4,No,"No phone service",DSL,No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",24.25,96.05,Yes
